,mcs_dl_1,mcs_ul_1,dl_kbps_1,ul_kbps_1,mcs_dl_2,mcs_ul_2,dl_kbps_2,ul_kbps_2,mcs_dl_3,mcs_ul_3,dl_kbps_3,ul_kbps_3,mcs_dl_4,mcs_ul_4,dl_kbps_4,ul_kbps_4,cpu_1,cpu_2,cpu_3,cpu_4,explode
9057,22,19,5992,8248,8,4,680,120,13,8,2984,6968,8,2,5992,2088,0.77,0.5,0.84,0.83,0
9058,8,4,5992,904,8,2,4968,2088,8,2,5160,1928,26,20,4264,12216,0.72,0.82,0.8,0.85,0
9059,15,11,840,1544,4,0,1288,16,20,18,3112,9912,25,20,26416,5160,0.59,0.53,0.8,0.83,0
9060,10,4,1864,1352,6,1,2088,1128,8,4,5544,1544,19,17,10296,600,0.64,0.73,0.73,0.66,0
9061,13,7,11064,3112,15,10,11448,3112,26,20,27376,7224,15,12,14112,4968,0.76,0.76,0.91,0.87,0
9062,22,19,22920,5352,15,9,1128,1736,18,15,3880,13536,15,9,12576,2536,0.86,0.6,0.95,0.74,0
9063,15,11,10296,8504,3,0,104,488,2,0,424,776,5,0,3112,1160,0.95,0.65,0.72,0.81,0
9064,5,0,776,120,6,1,2984,1416,20,18,5992,1928,11,6,1736,2280,0.51,0.77,0.64,0.67,0
9065,8,4,4584,1544,3,0,1320,840,15,12,1736,3880,11,6,4008,4968,0.71,0.74,0.68,0.79,0
9066,15,9,13536,7992,22,19,22152,2536,4,0,904,936,18,14,4968,5992,0.92,0.78,0.75,0.75,0
9067,13,7,7480,5736,8,2,6968,2088,20,17,5992,6200,18,15,1608,7224,0.85,0.86,0.75,0.74,0
9068,6,1,2984,680,6,1,4136,456,4,0,552,456,8,2,5352,616,0.7,0.68,0.64,0.7,0
9069,8,2,3624,376,13,7,1800,3240,10,4,2856,2600,20,18,376,5160,0.62,0.69,0.72,0.66,0
9070,8,4,4264,1480,4,0,2984,504,8,2,3368,1544,15,10,552,7480,0.71,0.74,0.76,0.84,0
9071,8,4,3496,2664,15,9,10680,296,20,18,4008,3880,15,11,4264,6200,0.75,0.64,0.67,0.82,0
9072,19,17,1416,15264,24,20,22152,2344,22,19,14112,12960,20,17,16992,5160,0.93,0.76,0.97,0.83,0
9073,20,18,8760,1928,15,12,2280,9144,15,9,14112,2664,15,12,12960,376,0.7,0.86,0.74,0.69,0
9074,6,1,4776,1416,26,20,29296,8248,24,20,18336,6712,15,12,7480,7224,0.81,0.91,0.82,0.87,0
9075,4,0,2216,744,22,19,16992,11448,5,0,72,120,15,12,4264,176,0.72,0.95,0.5,0.58,0
9076,18,15,9912,6968,22,19,19848,10296,15,12,3752,4264,2,0,328,1224,0.82,0.97,0.71,0.76,0
9077,15,11,14112,2088,18,14,632,4584,6,1,3752,256,20,17,10296,7992,0.75,0.64,0.64,0.83,0
9078,15,11,7736,8504,15,10,12960,3496,5,0,600,648,22,19,1864,12960,0.93,0.78,0.7,0.86,0
9079,7,2,968,424,6,1,4008,376,18,14,6456,9528,24,20,16992,7992,0.59,0.66,0.88,0.84,0
9080,15,11,10680,8248,18,15,632,11064,7,2,4968,1992,7,2,2344,840,0.98,0.87,0.84,0.69,0
9081,11,6,4776,3752,18,14,16416,1000,15,11,1736,1384,5,0,600,1288,0.77,0.74,0.6,0.75,0
9082,19,17,13536,4264,24,20,5992,18336,19,17,4776,12960,20,17,776,6200,0.79,0.99,0.95,0.69,0
9083,13,8,4584,4776,15,11,552,2792,15,10,1736,2024,13,8,3368,968,0.75,0.61,0.62,0.6,0
9084,15,10,11064,1416,11,6,5992,2216,4,0,3112,1160,6,1,4584,1416,0.68,0.71,0.79,0.79,0
9085,13,8,7224,2216,24,20,2152,7224,11,6,8504,3368,19,17,16992,1224,0.68,0.71,0.79,0.73,0
9086,18,14,7992,12576,18,14,15264,6456,3,0,1224,32,13,8,6968,5544,0.95,0.88,0.55,0.83,0
9087,8,2,2344,1480,8,2,6968,472,11,6,1384,808,10,4,6968,2216,0.74,0.68,0.59,0.79,0
9088,15,12,14112,7736,2,0,840,16,7,2,2216,208,20,18,15264,9912,0.96,0.53,0.57,0.94,0
9089,20,17,7224,3112,18,15,3624,5160,20,17,7480,11832,13,7,2984,4584,0.69,0.72,0.96,0.77,0
9090,5,0,600,1256,2,0,328,1384,15,11,2280,872,6,1,3752,1608,0.75,0.73,0.57,0.79,0
9091,10,4,6968,2600,8,4,5544,776,4,0,696,1032,18,15,7224,6968,0.79,0.69,0.73,0.8,0
9092,5,0,3624,224,20,18,376,5160,25,20,5736,1992,4,0,3496,1256,0.64,0.66,0.63,0.81,0
9093,15,10,6200,296,22,19,12576,2152,13,8,440,2088,19,17,18336,280,0.61,0.7,0.59,0.72,0
9094,18,15,632,3112,2,0,1544,776,15,9,1128,6200,6,1,712,1064,0.62,0.76,0.75,0.69,0
9095,4,0,3496,208,2,0,2216,120,15,11,6968,5160,4,0,1992,56,0.64,0.61,0.81,0.54,0
9096,18,15,12216,6968,18,14,15264,3368,8,4,5992,3496,18,15,1288,12576,0.88,0.8,0.84,0.91,0
9097,5,0,3112,456,18,14,6456,744,22,19,19080,3624,7,2,2216,1192,0.7,0.63,0.76,0.7,0
9098,20,18,18336,968,3,0,1672,1000,15,11,1416,8504,3,0,2856,968,0.76,0.77,0.85,0.78,0
9099,19,17,4008,12216,3,0,1736,1160,26,20,18336,776,15,9,1416,5736,0.89,0.79,0.73,0.74,0
9100,15,9,8504,3752,22,19,10680,2856,8,4,3368,1128,18,14,10296,11064,0.74,0.71,0.67,0.94,0
9101,18,14,9912,10680,15,10,8760,6968,18,15,4968,840,15,10,1992,2856,0.99,0.9,0.63,0.65,0
9102,19,17,16416,2728,13,7,9912,1320,26,20,17568,2344,6,1,4584,808,0.74,0.67,0.76,0.76,0
9103,10,4,6712,2664,20,18,18336,1928,19,17,2536,9528,8,4,5544,3624,0.81,0.77,0.82,0.83,0
9104,7,2,2344,872,8,4,120,2664,6,1,1736,1736,25,20,1736,16416,0.69,0.7,0.79,0.92,0
9105,15,10,7992,3368,20,17,15264,7992,2,0,1736,424,18,15,2280,9912,0.7,0.89,0.69,0.84,0
9106,8,2,1800,872,11,6,4264,4584,4,0,1928,1320,18,14,14688,10680,0.67,0.83,0.79,1.0,0
9107,8,4,6968,2152,6,1,2984,600,8,4,6712,1800,4,0,1544,1256,0.78,0.69,0.75,0.78,0
9108,7,2,3368,1544,15,12,3112,2408,8,2,5992,1384,8,2,3880,1288,0.76,0.67,0.77,0.73,0
9109,20,18,6200,14112,8,2,5992,1608,15,10,8504,2216,3,0,1256,1032,0.96,0.8,0.69,0.76,0
9110,15,9,1736,7992,10,4,4264,696,3,0,2728,208,4,0,328,224,0.8,0.63,0.64,0.55,0
9111,18,15,15264,3496,8,4,5992,3368,20,17,5544,5544,6,1,1992,1224,0.78,0.83,0.74,0.74,0
9112,18,15,5160,10296,13,7,11064,4968,4,0,1608,1256,15,12,14112,6712,0.89,0.87,0.79,0.94,0
9113,11,6,3368,5160,20,18,5544,12216,20,18,7224,13536,13,8,4136,3752,0.83,0.94,0.98,0.73,0
9114,8,2,680,840,15,12,10296,6200,15,11,7480,5544,15,11,4584,5736,0.64,0.88,0.83,0.82,0
9115,15,11,13536,2984,15,10,3496,2536,8,2,4968,2152,20,18,4392,16416,0.79,0.63,0.84,0.97,0
9116,8,4,5544,408,15,9,11448,2344,20,18,18336,7224,4,0,2088,776,0.64,0.72,0.9,0.73,0
9117,18,14,13536,2856,18,15,7480,11064,22,19,4136,336,18,14,7480,8760,0.77,0.93,0.6,0.87,0
9118,20,18,7992,12216,26,20,28336,11448,3,0,2536,872,4,0,2216,208,0.93,1.0,0.78,0.61,0
9119,13,8,5992,3112,4,0,3624,224,4,0,1192,1320,5,0,3112,808,0.7,0.67,0.75,0.75,0
9120,26,20,5544,15264,15,10,9528,1544,2,0,1544,600,13,7,6200,3752,0.93,0.69,0.72,0.77,0
9121,2,0,616,600,10,4,6712,328,20,17,12576,4264,13,8,4136,5544,0.67,0.65,0.78,0.81,0
9122,15,9,552,7480,18,15,3240,12216,24,20,18336,4008,3,0,1032,1032,0.8,0.94,0.79,0.77,0
9123,4,0,1128,1096,5,0,504,504,4,0,2344,1320,7,2,2664,1160,0.74,0.66,0.8,0.7,0
9124,2,0,696,1256,15,12,4008,5544,11,6,504,4264,18,15,968,5160,0.77,0.75,0.72,0.67,0
9125,18,15,12576,4264,4,0,1544,1064,4,0,1000,936,3,0,328,488,0.78,0.76,0.72,0.64,0
9126,22,19,19080,9912,13,8,440,3624,24,20,1608,4392,15,9,5544,296,0.94,0.66,0.65,0.59,0
9127,5,0,1032,536,15,9,9528,1736,22,19,440,14688,10,4,7480,2152,0.67,0.69,0.89,0.76,0
9128,20,17,3624,12216,2,0,936,968,15,9,4584,2984,6,1,1544,1416,0.91,0.76,0.67,0.77,0
9129,19,17,5736,7224,7,2,2536,648,25,20,25456,776,7,2,224,1800,0.78,0.66,0.76,0.74,0
9130,15,9,13536,4968,4,0,552,1288,24,20,10680,10680,8,2,2344,2216,0.83,0.76,0.88,0.78,0
9131,26,20,27376,5992,18,15,4968,4968,15,10,5992,3368,6,1,4008,1416,0.88,0.7,0.71,0.78,0
9132,18,15,7992,1416,4,0,2728,840,15,9,12216,4584,20,17,14112,4968,0.67,0.76,0.79,0.81,0
9133,19,17,1800,5544,5,0,2984,208,15,12,9144,776,15,12,7736,9144,0.66,0.63,0.67,0.94,0
9134,20,18,15264,9912,15,9,1416,5736,8,2,2984,2152,15,10,256,5352,0.95,0.75,0.79,0.74,0
9135,13,7,1352,104,7,2,3240,376,8,4,536,2280,25,20,22920,11832,0.52,0.61,0.68,0.99,0
9136,6,1,3624,56,18,14,328,6712,20,18,1992,14112,8,4,5736,696,0.57,0.72,0.91,0.69,0
9137,19,17,5736,15264,8,2,4584,32,4,0,488,120,15,12,5992,7480,0.96,0.57,0.53,0.88,0
9138,6,1,4136,1128,20,17,6200,9528,15,9,11448,4136,18,14,12216,11064,0.77,0.87,0.8,1.0,0
9139,18,15,968,11064,2,0,1672,648,4,0,1128,392,20,17,4392,9144,0.84,0.73,0.64,0.83,0
9140,15,12,4968,5544,8,2,536,2216,13,7,6968,3368,15,10,4264,7480,0.78,0.76,0.75,0.87,0
9141,13,8,10680,808,22,19,10296,8760,26,20,3624,1544,22,19,9912,7992,0.68,0.82,0.61,0.8,0
9142,8,2,1096,696,20,18,11448,328,19,17,17568,8248,15,9,12216,6712,0.65,0.69,0.91,0.87,0
9143,10,4,4776,1736,4,0,1928,424,26,20,1800,16416,20,17,1160,12576,0.7,0.67,0.94,0.9,0
9144,3,0,2216,1320,11,6,6712,1032,8,4,4968,2216,22,19,12960,5352,0.79,0.68,0.74,0.77,0
9145,19,17,12576,11064,7,2,3112,968,15,9,2280,936,4,0,1864,680,0.94,0.7,0.57,0.73,0
9146,11,6,8504,1352,3,0,1928,904,24,20,1608,9912,15,9,840,7992,0.71,0.76,0.76,0.81,0
9147,26,20,4264,4776,20,17,14112,5160,6,1,936,744,8,4,4584,1992,0.68,0.8,0.66,0.72,0
9148,7,2,6200,936,6,1,4776,1800,26,20,18336,12960,8,4,1800,1128,0.76,0.82,0.99,0.63,0
9149,13,7,2984,4584,10,4,2024,2728,25,20,11448,4008,3,0,1800,288,0.75,0.74,0.72,0.64,0
9150,2,0,1672,936,22,19,12960,12960,10,4,5992,904,13,8,3880,968,0.79,0.96,0.69,0.61,0
9151,8,4,2664,3368,8,4,6456,3240,13,7,2024,2792,15,9,3752,456,0.78,0.82,0.66,0.58,0
9152,26,20,7992,2344,8,2,5992,1608,15,9,4008,4136,11,6,2984,392,0.65,0.81,0.69,0.56,0
9153,22,19,14688,5352,7,2,5160,936,26,20,20616,10680,6,1,712,1800,0.78,0.74,0.93,0.76,0
9154,7,2,5992,1320,15,9,3112,1416,4,0,56,776,6,1,2408,1544,0.77,0.6,0.69,0.76,0
9155,13,8,3880,5992,7,2,1672,1544,15,10,1416,7480,15,12,12960,6456,0.82,0.74,0.84,0.9,0
9156,20,17,4008,1224,19,17,1064,14688,10,4,4776,1416,5,0,4136,680,0.59,0.88,0.7,0.76,0
9157,18,14,8760,1256,7,2,5736,1544,15,9,7992,936,13,8,6200,4392,0.66,0.79,0.64,0.75,0
9158,8,2,3112,1672,26,20,3624,19848,8,2,1544,1544,5,0,1320,872,0.77,0.98,0.7,0.7,0
9159,19,17,16992,8504,3,0,1992,224,5,0,1544,840,2,0,376,680,0.92,0.62,0.7,0.69,0
9160,5,0,3240,1160,6,1,328,488,18,15,10296,5736,19,17,5160,1224,0.79,0.62,0.78,0.61,0
9161,22,19,2344,17568,8,4,2088,3112,13,8,2472,2792,15,11,2280,4776,0.96,0.79,0.67,0.73,0
9162,24,20,20616,13536,7,2,712,872,20,18,10296,11832,15,10,1992,936,1.0,0.67,0.96,0.57,0
9163,15,12,3112,2024,15,12,4584,9144,13,7,8760,2984,7,2,224,1544,0.65,0.91,0.73,0.72,0
9164,20,17,10296,2152,15,12,12216,176,18,14,7736,9144,8,4,4968,2856,0.72,0.7,0.89,0.81,0
9165,11,6,6200,1480,19,17,9912,10296,25,20,13536,4392,15,10,5544,616,0.68,0.91,0.75,0.61,0
9166,11,6,7992,1352,7,2,1320,1096,10,4,6712,1544,4,0,2792,536,0.71,0.68,0.72,0.73,0
9167,24,20,15264,3624,18,14,6456,12216,13,7,4968,5352,2,0,1928,1192,0.75,0.96,0.8,0.81,0
9168,13,7,9144,1320,4,0,2280,344,15,11,7736,3496,18,15,2280,10296,0.7,0.67,0.73,0.84,0
9169,3,0,872,600,18,14,7480,4392,13,7,7480,5160,6,1,3752,1128,0.69,0.73,0.83,0.76,0
9170,19,17,11064,6456,22,19,2344,9528,13,8,11448,4584,15,12,3496,6200,0.82,0.79,0.83,0.81,0
9171,11,6,5544,3368,15,9,7224,5736,8,2,808,1800,5,0,968,344,0.76,0.8,0.74,0.61,0
9172,13,7,5352,224,19,17,9912,5544,15,9,6968,5160,10,4,2984,2152,0.6,0.77,0.78,0.72,0
9173,24,20,4264,1544,13,7,7224,2088,3,0,2664,1032,13,7,1128,1224,0.61,0.68,0.78,0.56,0
9174,8,4,5352,2856,8,2,3752,376,20,17,19080,11064,8,4,2536,1192,0.8,0.62,1.0,0.67,0
9175,4,0,3240,600,13,8,3880,2216,13,8,8504,6968,7,2,104,1480,0.77,0.67,0.87,0.69,0
9176,25,20,24496,5160,15,10,5160,5160,15,12,6200,3624,20,18,19080,7224,0.82,0.79,0.72,0.9,0
9177,3,0,1224,376,6,1,2728,1064,8,4,3240,2216,7,2,2536,696,0.63,0.73,0.72,0.65,0
9178,15,9,14112,4776,26,20,1800,1544,7,2,1608,1416,26,20,11448,2344,0.8,0.6,0.7,0.71,0
9179,7,2,3368,1672,13,8,5992,4392,6,1,3496,680,5,0,2728,1320,0.76,0.76,0.71,0.81,0
9180,5,0,776,1160,15,12,4264,2792,7,2,584,1992,18,14,4968,11448,0.75,0.67,0.77,0.92,0
9181,20,18,8760,8504,2,0,648,1256,10,4,616,696,15,10,2600,5992,0.83,0.75,0.57,0.77,0
9182,18,15,5160,7480,15,11,7480,8504,8,4,1672,208,18,15,968,4968,0.79,0.93,0.54,0.67,0
9183,24,20,22920,11448,8,2,5352,1608,24,20,16992,7992,10,4,1864,208,0.97,0.77,0.85,0.55,0
9184,15,10,5736,7480,13,7,6712,1096,8,2,1672,176,4,0,552,936,0.87,0.65,0.55,0.7,0
9185,26,20,30576,5992,13,8,2984,1672,6,1,392,744,15,9,4968,776,0.87,0.61,0.66,0.59,0
9186,18,15,14112,4008,24,20,23688,376,25,20,24496,8760,22,19,2792,14688,0.79,0.73,0.91,0.91,0
9187,8,4,6456,1864,5,0,144,1192,15,10,5544,2024,26,20,22920,10296,0.77,0.73,0.67,0.96,0
9188,6,1,2984,328,15,10,1992,6968,15,12,7480,1608,4,0,3240,776,0.63,0.82,0.69,0.76,0
9189,2,0,424,1256,3,0,1032,1064,15,9,256,3496,13,7,10680,3496,0.76,0.76,0.63,0.79,0
9190,18,15,2984,7480,20,18,7224,14112,25,20,4584,16416,6,1,4392,1288,0.76,0.99,0.95,0.78,0
9191,6,1,392,1544,7,2,2088,1544,19,17,6712,4584,13,8,6200,2344,0.73,0.73,0.7,0.69,0
9192,2,0,1736,392,2,0,1288,152,6,1,4584,1608,8,4,3752,2856,0.68,0.59,0.82,0.78,0
9193,3,0,616,1288,7,2,1672,1288,7,2,5352,1256,24,20,14112,1992,0.73,0.69,0.75,0.71,0
9194,15,12,10296,1608,18,15,968,3496,26,20,29296,1992,15,9,9912,1416,0.71,0.6,0.81,0.68,0
9195,24,20,4264,17568,7,2,1224,1064,11,6,1384,1224,18,15,10296,2856,0.96,0.68,0.61,0.74,0
9196,20,17,3624,3112,15,9,13536,1736,10,4,4008,1544,13,7,4392,2344,0.64,0.71,0.68,0.66,0
9197,18,15,9144,6200,3,0,2408,904,26,20,26416,6712,2,0,376,1224,0.8,0.78,0.86,0.75,0
9198,26,20,7992,7480,6,1,1480,968,5,0,2280,936,15,12,840,2792,0.77,0.7,0.74,0.62,0
9199,2,0,1480,32,11,6,872,712,15,12,10680,7224,15,11,6456,4776,0.55,0.57,0.9,0.79,0
9200,15,9,7736,1864,8,2,808,1160,15,12,5544,6712,18,14,7224,4968,0.68,0.69,0.82,0.75,0
9201,11,6,7480,176,25,20,14688,11448,20,18,4008,13536,4,0,1000,176,0.63,0.92,0.92,0.57,0
9202,13,8,4136,3240,7,2,2984,776,26,20,13536,4392,13,7,2472,3112,0.67,0.69,0.75,0.68,0
9203,4,0,2280,536,4,0,904,328,8,2,2536,2088,13,8,4584,1256,0.7,0.61,0.77,0.61,0
9204,8,4,392,1480,15,9,4584,616,15,10,4584,2216,7,2,2984,568,0.63,0.58,0.65,0.66,0
9205,19,17,16416,10296,15,11,4968,3368,24,20,8504,16992,2,0,648,120,0.94,0.72,0.98,0.55,0
9206,10,4,5544,408,5,0,3496,536,2,0,616,1032,15,9,6456,6968,0.64,0.73,0.73,0.84,0
9207,18,14,3880,4136,2,0,256,1032,13,8,2472,6456,6,1,328,1064,0.7,0.73,0.81,0.69,0
9208,15,12,1416,9144,8,2,2664,376,5,0,2536,88,11,6,5736,2088,0.86,0.6,0.57,0.71,0
9209,13,7,1352,1928,11,6,2088,4136,3,0,2792,1096,5,0,1928,344,0.61,0.75,0.81,0.63,0
9210,13,8,6712,5544,18,15,13536,1992,2,0,144,344,15,10,10680,4584,0.83,0.73,0.6,0.81,0
9211,8,2,2344,1928,15,12,11448,1192,4,0,2984,600,10,4,616,2792,0.78,0.72,0.73,0.74,0
9212,8,4,808,256,15,9,3496,5160,18,15,4264,3112,22,19,6456,16416,0.53,0.74,0.67,0.99,0
9213,8,2,4968,840,3,0,2472,1000,15,12,2280,4264,4,0,1608,456,0.71,0.77,0.67,0.66,0
9214,8,2,5352,1736,22,19,3240,6712,5,0,600,1032,10,4,6968,904,0.79,0.7,0.74,0.72,0
9215,24,20,24496,10680,26,20,19848,11448,15,11,552,4008,5,0,2728,344,0.97,0.96,0.67,0.66,0
9216,2,0,696,536,15,10,13536,6712,11,6,6712,4264,19,17,9912,8248,0.7,0.91,0.84,0.85,0
9217,15,11,5160,7992,20,18,6200,5160,6,1,4136,712,15,12,1736,8504,0.9,0.75,0.75,0.88,0
9218,26,20,584,14688,4,0,2344,616,13,8,4136,4264,10,4,2216,2344,0.89,0.74,0.73,0.71,0
9219,22,19,1864,17568,15,12,12216,6712,13,8,2472,392,22,19,16992,4392,0.95,0.91,0.57,0.79,0
9220,25,20,4584,1992,20,17,19080,4584,15,12,6456,6968,3,0,968,208,0.61,0.84,0.84,0.57,0
9221,24,20,2664,17568,25,20,22152,2344,19,17,16416,9528,15,10,8504,2664,0.96,0.76,0.96,0.7,0
9222,20,17,9144,8248,15,11,7224,5160,7,2,224,1000,22,19,4136,9912,0.87,0.8,0.67,0.81,0
9223,22,19,14112,4392,11,6,7736,2728,8,2,2088,696,4,0,2600,344,0.78,0.75,0.66,0.66,0
9224,4,0,208,208,15,9,5160,6968,15,12,1992,4776,3,0,1992,1288,0.56,0.83,0.71,0.79,0
9225,7,2,4776,1192,15,12,12960,8504,20,17,9144,4968,20,18,11064,632,0.77,0.99,0.77,0.7,0
9226,4,0,1064,1160,13,8,1352,4584,2,0,424,424,15,10,1992,4968,0.76,0.72,0.61,0.74,0
9227,20,17,7224,4584,24,20,6456,14688,15,11,12960,5352,18,14,15840,5736,0.75,0.92,0.88,0.85,0
9228,15,12,6968,376,25,20,25456,8248,20,18,376,15840,20,17,5544,9912,0.64,0.92,0.93,0.85,0
9229,6,1,4264,376,26,20,3624,8760,4,0,328,1288,15,9,4008,776,0.66,0.77,0.73,0.58,0
9230,10,4,5160,2472,8,4,3496,328,11,6,5736,1864,15,11,5736,4264,0.76,0.6,0.7,0.72,0
9231,19,17,1064,5544,18,14,12216,3368,10,4,5160,208,13,7,5352,5352,0.67,0.76,0.6,0.83,0
9232,18,15,4264,552,2,0,776,16,13,8,6712,968,15,12,3112,8760,0.6,0.5,0.64,0.88,0
9233,18,14,12576,6968,15,10,1128,136,4,0,3240,808,2,0,1160,1384,0.86,0.52,0.74,0.77,0
9234,5,0,2024,1256,18,15,15840,5544,7,2,4584,1416,10,4,1864,120,0.78,0.83,0.75,0.54,0
9235,26,20,17568,4008,3,0,2472,1032,15,10,8504,1416,8,2,1672,2216,0.79,0.78,0.66,0.78,0
9236,18,14,328,10680,15,9,7992,3624,22,19,12216,5736,25,20,15840,10296,0.86,0.72,0.79,0.9,0
9237,6,1,1992,1544,20,17,7224,4008,13,7,1128,5992,2,0,696,904,0.75,0.71,0.77,0.74,0
9238,13,7,2728,3624,8,4,3752,776,19,17,12216,4264,13,8,10296,1256,0.69,0.66,0.74,0.68,0
9239,20,18,9528,5992,10,4,136,1736,15,9,5992,2984,4,0,2344,600,0.79,0.64,0.68,0.73,0
9240,8,2,3240,2088,18,14,7736,11832,15,10,6456,776,7,2,3624,1416,0.8,0.95,0.61,0.76,0
9241,2,0,1384,1256,8,4,6968,3112,3,0,2472,328,3,0,568,744,0.81,0.82,0.66,0.71,0
9242,25,20,9144,5992,18,14,15840,5352,18,14,8504,4968,15,10,5992,2856,0.76,0.83,0.76,0.69,0
9243,5,0,72,840,3,0,1416,1160,18,14,2600,4584,4,0,2344,1224,0.68,0.78,0.67,0.79,0
9244,13,8,5352,536,15,10,8504,4008,3,0,504,904,19,17,5352,2472,0.61,0.76,0.71,0.66,0
9245,5,0,2984,1256,4,0,1928,1256,20,18,14688,9912,6,1,4968,1736,0.8,0.78,0.95,0.84,0
9246,4,0,1064,456,3,0,176,600,15,9,9528,2856,7,2,2216,1672,0.66,0.66,0.7,0.75,0
9247,13,8,6200,5992,24,20,3752,6712,15,11,7224,2664,18,15,16416,3752,0.84,0.71,0.68,0.8,0
9248,25,20,1128,10296,8,4,1672,1800,26,20,28336,1160,10,4,2344,696,0.79,0.68,0.77,0.62,0
9249,3,0,1736,152,25,20,10296,2344,8,2,2792,144,2,0,1864,224,0.59,0.67,0.54,0.64,0
9250,3,0,2856,616,8,4,6968,1544,6,1,4136,568,18,14,8504,9528,0.74,0.76,0.72,0.9,0
9251,25,20,5160,5544,3,0,176,376,18,14,4264,8504,6,1,1672,1544,0.71,0.59,0.82,0.75,0
9252,10,4,5544,904,22,19,19080,1800,5,0,968,376,22,19,5992,11064,0.69,0.76,0.61,0.83,0
9253,6,1,4008,176,6,1,1352,808,25,20,28336,5992,13,8,7224,4968,0.62,0.68,0.86,0.8,0
9254,15,9,2856,5544,24,20,26416,9912,15,12,7224,8248,2,0,744,616,0.75,0.93,0.92,0.7,0
9255,7,2,4968,376,15,10,11832,5160,10,4,456,1064,10,4,776,2216,0.66,0.81,0.59,0.68,0
9256,26,20,19848,5544,13,7,8504,224,11,6,4584,4776,6,1,4584,1192,0.82,0.62,0.81,0.77,0
9257,6,1,2984,1064,4,0,1864,712,15,10,1992,4136,7,2,1320,424,0.73,0.73,0.68,0.59,0
9258,24,20,2152,15264,24,20,24496,3624,3,0,440,1160,2,0,520,1096,0.89,0.78,0.73,0.73,0
9259,13,8,11448,1672,20,17,14688,904,11,6,1928,4968,15,12,14112,7736,0.72,0.72,0.8,0.97,0
9260,5,0,3496,1160,8,2,392,1000,25,20,3496,5544,6,1,504,1800,0.8,0.66,0.68,0.76,0
9261,15,11,8504,2984,20,18,18336,9912,6,1,2792,1608,15,9,5160,4584,0.73,0.95,0.81,0.74,0
9262,15,9,4968,776,4,0,2152,616,20,17,2344,1224,6,1,2472,1192,0.58,0.72,0.58,0.73,0
9263,26,20,19080,776,24,20,5992,776,13,8,10680,120,15,12,9144,7736,0.73,0.6,0.64,0.92,0
9264,15,11,9912,7736,8,2,5736,840,8,2,3112,1064,20,18,1992,12216,0.95,0.74,0.71,0.88,0
9265,7,2,1096,1192,19,17,7480,2472,22,19,2344,9912,8,4,2664,1544,0.68,0.68,0.77,0.68,0
9266,13,8,208,4584,13,7,5544,328,26,20,22920,9912,13,7,1608,3624,0.71,0.6,0.93,0.69,0
9267,4,0,328,776,15,10,6200,1096,15,10,552,7992,8,4,4008,632,0.68,0.65,0.79,0.63,0
9268,11,6,1224,4776,15,10,2280,6456,8,4,6200,2088,7,2,968,72,0.78,0.81,0.75,0.5,0
9269,10,4,6200,2152,6,1,600,1416,3,0,1224,936,11,6,8248,3368,0.76,0.74,0.75,0.82,0
9270,19,17,4008,8248,15,9,5992,3112,4,0,408,536,22,19,8760,5160,0.76,0.68,0.66,0.72,0
9271,4,0,56,1224,25,20,19848,5992,15,12,8760,5736,3,0,808,1096,0.73,0.81,0.83,0.75,0
9272,10,4,2984,776,19,17,15840,6968,22,19,3752,17568,18,14,1608,224,0.64,0.85,0.96,0.54,0
9273,20,17,15264,4584,20,17,12216,11064,5,0,3496,1128,15,9,13536,6968,0.81,0.99,0.81,0.91,0
9274,4,0,2856,1000,18,14,968,10680,8,2,1672,1384,15,12,8760,7224,0.78,0.85,0.72,0.91,0
9275,8,4,1384,904,2,0,1320,1288,15,9,5736,3496,8,2,1928,2216,0.62,0.78,0.67,0.77,0
9276,26,20,28336,9144,15,9,12576,6968,24,20,15264,7992,8,2,6200,296,0.95,0.9,0.83,0.66,0
9277,10,4,2536,2152,8,2,4968,696,13,8,2280,5544,8,4,4776,696,0.71,0.71,0.78,0.66,0
9278,8,2,2792,1064,7,2,2536,776,18,14,12576,224,15,9,2856,6712,0.71,0.69,0.69,0.79,0
9279,2,0,1160,208,18,15,1608,11064,8,2,2344,1800,6,1,4136,1160,0.59,0.85,0.75,0.78,0
9280,18,15,2984,6200,13,7,10296,712,13,7,1128,5992,22,19,2792,14112,0.71,0.68,0.78,0.9,0
9281,8,4,6456,2216,11,6,8504,2088,11,6,328,4136,6,1,1480,1608,0.79,0.74,0.74,0.75,0
9282,6,1,392,1544,15,9,8504,3368,7,2,4584,1544,20,18,8760,5160,0.73,0.7,0.77,0.74,0
9283,4,0,1800,1128,13,8,6712,5544,15,9,10680,2536,10,4,1096,776,0.78,0.81,0.73,0.6,0
9284,10,4,4392,2152,2,0,1800,344,15,11,552,4968,3,0,392,872,0.72,0.66,0.71,0.7,0
9285,24,20,1608,776,15,10,14112,4008,20,17,19080,6200,25,20,1128,15840,0.58,0.81,0.88,0.93,0
9286,20,17,1160,14688,6,1,176,456,15,10,9528,776,15,12,1992,4968,0.92,0.6,0.66,0.7,0
9287,15,10,10296,4008,18,14,12576,11064,15,9,7480,936,19,17,16992,904,0.75,0.99,0.64,0.74,0
9288,6,1,4584,328,15,10,4968,2856,25,20,14688,6712,15,12,840,776,0.65,0.66,0.82,0.54,0
